Spotify ID,Title,Artist,Album,Release Date
2oS4CIMLM7hKqqR5QYU89U,Kannada Nadina Punyadha Bidu,"Ramesh Chandra, B. R. Chaya",Mugalakhoda Sri Yellalinga Amritavani,2003-08-04
16i7oKVnjkAl3VhHCQJRUx,Sri Venkateshvara Kannada Suprabhatha,Bangalore Sisters Sujatha,Bhagyadatha Venkateshwara,2003-07-22
3ih7L4HJBS4MCHSnXIoHyP,Kannadanadina Kuladevatheye,Mahalakshmi Iyer,Kaliyugavarade Sri Banashankari,2003-01-22
2UF4IEWZiZTICLC5iC7UsE,Bhajare - Kannada - Misra Chapu,"U. Srinivas, Durgesh, V. Raju","Sangeet Sartaj, Vol. 1 & 2",2003-01-01
0kneIB7Rn3ycB2DJ8LGry4,Kannadave Usiru,Ambayya Nuli,Vachana Vasantha,2003
1TAQF9uVyfterAKwcPAOHZ,Kaunsi Kannada,Chinmaya Dunster And The Celtic Ragas Band,Karma Circles: Fragrance of the East,2003-06-01
7CBoqr6NEbJgK6ytupGaAf,Shani Deva Sharanam,G. Vasudha,Navagraha Suprabhatham Kavacham Kannada,2003-04-16
20jlkwpD8tAAOUFAzG4ufi,Butha Deva Sharanam,G. Vasudha,Navagraha Suprabhatham Kavacham Kannada,2003-04-16
61zw3cTxPTkZWL1qYxQRKp,Guru Deva Sharanam,G. Vasudha,Navagraha Suprabhatham Kavacham Kannada,2003-04-16
72aQWaCKTysBkqnJNSesqR,Kavacham,G. Vasudha,Navagraha Suprabhatham Kavacham Kannada,2003-04-16
31mU3BMFZ9Uc5Ud3DxigEI,Kethu Deva Sharanam,G. Vasudha,Navagraha Suprabhatham Kavacham Kannada,2003-04-16
7puml89OLy8coaO7FPHLGG,Angaraka Deva Sharanam,G. Vasudha,Navagraha Suprabhatham Kavacham Kannada,2003-04-16
7tQd82cjfMUZvKVtLUicnK,Surya Deva Sharanam,G. Vasudha,Navagraha Suprabhatham Kavacham Kannada,2003-04-16
6VcTVtltWFAbNW6kdUVAJK,Raghu Deva Sharanam,G. Vasudha,Navagraha Suprabhatham Kavacham Kannada,2003-04-16
37EMfn8ekB6qVdjDeWnWVv,Shukra Deva Sharanam,G. Vasudha,Navagraha Suprabhatham Kavacham Kannada,2003-04-16
0spbMljYa9CTOdx5e5FlIo,Chandra Deva Sharanam,G. Vasudha,Navagraha Suprabhatham Kavacham Kannada,2003-04-16
