Spotify ID,Title,Artist,Album,Release Date
5I3URqpj5M9JTNP3gp1REk,Kannada Mashup,Sangeetha Rajeev,Kannada Mashup,2020-01-01
3V5oYTrHtwx9hNrpatbmM2,"Ee Kannada Mannanu Maribeda (From ""Solillada Saradara"")",S. P. Balasubrahmanyam,Sangeethotsava - S. P. Balasubrahmanyam Raagamaale,2020-07-28
1zCjL3Sen3Fcfv3TY3MYwf,Neenaade Naa,"Thaman S, Armaan Malik, Shreya Ghoshal, Ghouse Peer",Yuvarathnaa - Kannada (Original Motion Picture Soundtrack),2020-12-25
5yWogNF50iR9vFD5Wwvk4D,Kannada Ulisi Kannada Belesi,"Raju Ananthaswamy, Pu Thi Narasimhachar, Ananya Bhat",Kannada Ulisi Kannada Belesi,2020-12-11
2IckCVwaV0cndv6Ft4l8Hy,Power Of Youth,"Thaman S, Santhosh Ananddram, Nakash Aziz",Yuvarathnaa - Kannada (Original Motion Picture Soundtrack),2020-12-25
30ZUAO1UW7qoGT6vMfib6y,Kannane Kannane,"Shivarajkumar, Bobby",Kannada Love Songs,2020-02-13
3WFd0tWbdxkdVIejkx09m7,Kannada Nelavidu,C. Ashwath,Boodiswara,2020-12-08
6bTyD4FeeRvGJbT4qbst6U,Ondondsari,"Karthik, Shipa Srikanth",Kannada Love Songs,2020-02-13
2k7Dazqo4iqGDPPu3wkHtI,"Ee Sundara (From ""Amruthavarshini"")","S. P. Balasubrahmanyam, K. S. Chithra",Sangeethotsava - Best Kannada Duets Of S. P. Balasubrahmanyam & Chitra,2020-08-27
2Bh4NXJwVHtXIUlAOUuRcR,"Narayana Narayana (From ""Avane Srimannarayana (Kannada)"")","Anurag Kulkarni, Ananya Bhat",Ananya Bhat's Adbhuta Hits,2020-09-09
4DYBbR4nonc43Tr8nVswEO,Gaaliyaa Maatali,"Ranjith Govind, Vibhavari",Kannada Love Songs,2020-02-13
7w3B9IQTsckJiDq1tk3jHz,Avalu Ullaga,Rajesh,Evergreen Kannada Love Songs,2020-02-10
4YyL1ILjsVqVAxZVdCWjPd,Belakina Huvinthe,Sonu Nigam,Kannada Love Songs,2020-02-13
03KXH2euWtqcKsUbFsgBMA,Power Of Youth (Teaser),"Thaman S, Santhosh Ananddram, Nakash Aziz",Yuvarathnaa - Kannada (Original Motion Picture Soundtrack),2020-12-25
1q6RQ1ON1OZdr746E4k0Ji,Dinavela Hasivila,"Srinivas, K. S. Chithra",Evergreen Kannada Love Songs,2020-02-10
6oWgil1YbuJ5tcPhqQ7b7u,Ivan Yaro Different,"Chaithra, Nitin Rajaram Sasthry",Kannada Love Songs,2020-02-13
2xVswBaTDPERcFXRNWLHfE,"Geethanjali Pushpanjali (From ""Cbi Shankar"")","S. P. Balasubrahmanyam, K. S. Chithra",Sangeethotsava - Best Kannada Duets Of S. P. Balasubrahmanyam & Chitra,2020-08-27
07JViI3hwP7wLRaBwlVbbU,"Baaro Pailwaan (From ""Pailwaan"")","Vijay Prakash, Kailash Kher, Chandan Shetty",Kailash Kher Birthday Special Kannada Hit Songs,2020-07-06
02u7CK8nGaP4pEO4PLtXbu,Maatillada Ee Mouna,Rajesh Krishnan,Kannada Love Songs,2020-02-13
1E5dSWxC70DXso7swRvozG,Iniyana,Reshitha Padmanabhan,Kannada Love Songs,2020-02-13
2sZEnRIEy4MJNSR5xeHRpt,Muddu Manse,Unnikrishnan,Evergreen Kannada Love Songs,2020-02-10
7CFhF52lrXZkVWU9YTXZJM,"Mutthe Prathama (From ""Yuga Purusha"")","S. P. Balasubrahmanyam, Vani Jairam",Sangeethotsava - Best Kannada Duets Of Spb & Vani Jayaram,2020-09-03
6pyCeYQgYxYPbDoi9cOAKj,"ASN Trailer Theme (From ""Avane Srimannarayana (Kannada)"")","B. Ajaneesh Loknath, Charanraj MR",Simple Star Rakshit's Extraordinary Hits,2020-06-03
5Za4Q6FYx8KcVhFfRiBg0i,"Ninna Kannugalu (From ""Ranaranga"")","S. P. Balasubrahmanyam, Vani Jairam",Sangeethotsava - Best Kannada Duets Of Spb & Vani Jayaram,2020-09-03
49nWEGhRCAIq42WuMfr11a,"Ambara Chumbida (From ""Shrungara Kaavya"")","S. P. Balasubrahmanyam, K. S. Chithra",Sangeethotsava - Best Kannada Duets Of S. P. Balasubrahmanyam & Chitra,2020-08-27
4ycE0cKsP9hkhMaei3l8CV,Kuch Kuch Anthide,"Krishna Beuraa, Shreya Ghoshal",Evergreen Kannada Love Songs,2020-02-10
0AFUBfHxmPSWKocdjFcQxG,Ee Nana Kanane,"Udit Narayan, Mahalakshmi Iyer",Evergreen Kannada Love Songs,2020-02-10
77y5bzCeUB5UtvWi10DEJW,"Omkaaradi (From ""Nammoora Mandara Hoove"")",K. S. Chithra,The Voice Of Ks Chithra - Birthday Special Kannada Hits,2020-07-26
3LKMiJ3rpLR1hJHts8o5l7,"Baanalli Ninninda (From ""Neenu Nakkare Haalu Sakkare"")",K. S. Chithra,The Voice Of Ks Chithra - Birthday Special Kannada Hits,2020-07-26
1OUgkYcZfHz0aDIqpaHjrB,Prethese Antha,Bombay Jayashri,Evergreen Kannada Love Songs,2020-02-10
2jiXdSmZfT3o4sBfpjVOW7,Mayavi Yaaro,Shreya Ghoshal,Kannada Love Songs,2020-02-13
0PHdglBA7ZU4oRaNMBrlKK,Oh Gunavantha,"Sonu Nigam, Shreya Ghoshal",Evergreen Kannada Love Songs,2020-02-10
5IPfT8JYUnx34EClvkmuXm,Ee Touchali,Lakshmi,Evergreen Kannada Love Songs,2020-02-10
3LLoiCldgj4eDQjOoLSIPP,"Nenapugala Maathu Madhura (From ""Chandramukhi Pranasakhi"")","S. P. Balasubrahmanyam, K. S. Chithra",Sangeethotsava - Best Kannada Duets Of S. P. Balasubrahmanyam & Chitra,2020-08-27
0DrknpVI5GggUGMTb2PVM3,"Muddina Hudugi Chanda (From ""Rayaru Bandaru Maavana Manege"")","S. P. Balasubrahmanyam, K. S. Chithra",Sangeethotsava - Best Kannada Duets Of S. P. Balasubrahmanyam & Chitra,2020-08-27
1MSK4JakCJ5eqyq3zlJD1f,"Baa Nalle Madhuchandrake (From ""Baa Nalle Madhuchandrake"")","S. P. Balasubrahmanyam, K. S. Chithra",Sangeethotsava - Best Kannada Duets Of S. P. Balasubrahmanyam & Chitra,2020-08-27
28y7DM4qlwxIrj500C9dnI,Manadi Belagaayite,"Karthik, Ramya NSK",Kannada Love Songs,2020-02-13
7n94EwEnsOlHbbjwtwhDtV,"Halli Laavaniyali Laali (From ""Nammoora Mandara Hoove"")","S. P. Balasubrahmanyam, K. S. Chithra",Sangeethotsava - Best Kannada Duets Of S. P. Balasubrahmanyam & Chitra,2020-08-27
3fRNtwCikX6aQ20zSUSfep,"Soul Of Dia (From ""Dia"")","Sanjith Hegde, Chinmayi",World Music Day 2020 (Kannada),2020-06-16
2vgohsMiri88avIzKpCrdz,"Vandane Nooru Vandane (From ""Sangrama"")","S. P. Balasubrahmanyam, S. Janaki",Sangeethotsava - Best Kannada Duets Of Spb & S. Janaki,2020-09-03
3V0L5dc1XDjFjaXS9aur14,"Maatanaadi Maayavade (From ""I Love You"")",Armaan Malik,The Voice Of Armaan Malik - Birthdy Special Kannada Hits,2020-07-21
0bcqWvSjhl1ZgVZwxJAOOl,"Mathadu Nee (From ""Tarak"")","Armaan Malik, Shreya Ghoshal",The Voice Of Armaan Malik - Birthdy Special Kannada Hits,2020-07-21
1984KnV2lz3wPUdnxF64av,"Ninna Raja Naanu, Nanna Rani Neenu (From ""Seetharama Kalyana"")",Armaan Malik,The Voice Of Armaan Malik - Birthdy Special Kannada Hits,2020-07-21
7oHn7PgmTc5NixQQudpguY,"Heegethake (From ""Saheba"")",Armaan Malik,The Voice Of Armaan Malik - Birthdy Special Kannada Hits,2020-07-21
58gBCDnqFGUpCnX6yaeeAa,Jinu Jinugo Maleyali,"Shreeram Narayan, Lakshmi Nataraj",Kannada Love Songs,2020-02-13
0rub36fPSTT23u4thlf5gl,"Dhruvataare (From ""Pailwaan"")",Armaan Malik,The Voice Of Armaan Malik - Birthdy Special Kannada Hits,2020-07-21
0QFF1Z8M1bN6F1Ah7OXdxC,Maragida Gante,Manasa Holla,Kannada Love Songs,2020-02-13
1Iwh9SlMubS04a8eXXC1OS,Ee Khsana,"Prajwal Pai, Sri Raksha",Kannada Love Songs,2020-02-13
3tKnHrYy4l1OIO6ze1DHZv,Hoo Kanasa Jokali,"Hemanth, Nanditha",Evergreen Kannada Love Songs,2020-02-10
0x6h0ut3EZCc9wA9CAM2g9,Kangala Betige,"Prajwal Pai, Sri Raksha",Kannada Love Songs,2020-02-13
2O9AOXr0K3PTCYiG6U4NsC,Kannada,"Guru Hebballi, Manasa Holla",Kannada,2020-11-01
6PDMtIrwDZECZcTm93wm8x,Jai Jai Swami Vivekananda - Kannada Version,Airaa Udupi,Jai Jai Swami Vivekananda,2020-08-15
0iIAsqszP08SXAzKYI1o6H,"Hands Up (From ""Avane Srimannarayana (Kannada)"")","Vijay Prakash, Shashank Sheshagiri, Pancham Jeeva, Chethan Naik",Simple Star Rakshit's Extraordinary Hits,2020-06-03
5mGqxtgiobCBCpkSgrSsJe,Neenu Avlaagabahudu,"S. P. Balasubrahmanyam, K. S. Chithra",Evergreen Kannada Love Songs,2020-02-10
0HUeSoKU0LNGo58ouKvwI8,"Hands Up (From ""Avane Srimannarayana [Kannada]"")","Vijay Prakash, Shashank Sheshagiri, Pancham Jeeva, Chethan Naik",Ajaneesh Loknath's Hit List,2020-11-18
5DioeBvTbnqESjft1ao9RV,Paluku Kanda - Raga Navarasa Kannada feat. Akshay Anantapadmanabhan,Ambi Subramaniam,Sound of Carnatic,2020-10-02
6G4CD3m5DrnQv5lZqSfzm7,Olave Nannolave,"Srinivas, K. S. Chithra",Evergreen Kannada Love Songs,2020-02-10
282SuQkj6rwmOzgsSC1HWz,Nenapirali,"Chethan, K. S. Chithra",Evergreen Kannada Love Songs,2020-02-10
3S49thLTOqU5kuAPrq8F9I,Aa Mavina Topinali,"Rajesh, Nanditha",Evergreen Kannada Love Songs,2020-02-10
2J9zi2lUOyda6WY2n6nXfM,"Naavaduva Nudiye Kannada Nudi (From ""Gandhada Gudi - Ii"")",Rajkumar,Dr. Rajkumar - Birthday Special,2020-04-23
2d5qdHLr2CtHVyqjwRX9wU,"Naavaduva Nudiye Kannada Nudi (From ""Gandhada Gudi - Ii"")",Rajkumar,Sangeethotsava - Dr. Raj Raagamaale,2020-06-29
2zRC2tdBcKSOk1HSN1AOIJ,Noodavalandava,Shankar Mahadevan,Evergreen Kannada Love Songs,2020-02-10
09wRnwqlgxlJpM6tLdltKc,"Preethiyo Premavo (From ""Samyuktha"")","S. P. Balasubrahmanyam, Vani Jairam",Sangeethotsava - Best Kannada Duets Of Spb & Vani Jayaram,2020-09-03
73auAgsilsUDcJIXMZXlpU,"Ee Santhelu Siguva (From ""Sundaranga Jaana"")","Shreya Ghoshal, Santhosh Venky",Golden Star Ganesh Birthday Special Kannada Hit Songs,2020-07-01
4ILmWczYQ1ILrgatRYUimB,Jotheyalli Nee Baro,"Shan, Shreya Ghoshal",Evergreen Kannada Love Songs,2020-02-10
0HBPI3paCcuEarFmsVT74l,"Narayana Narayana (From ""Avane Srimannarayana (Kannada)"")","Anurag Kulkarni, Ananya Bhat",Simple Star Rakshit's Extraordinary Hits,2020-06-03
2bMyCGl16PzAUWm0TwG908,Mani Dweepa Varnana Kannada,Rashmi Adish,Manideepa Varnana,2020-09-01
6jeQEtMcb64JC3vDWKm1tF,Preethi Akke,R. P,Evergreen Kannada Love Songs,2020-02-10
2TBj9zc1MSe7aJFQZrs2jC,One Last Time (Kannada),"Nijil Dhinakar, Aniruddha Sastry, Roshan Sebastian, Aishwerya Radhakrishnan",One Last Time (Kannada),2020-09-16
4bw1WIc6Jc4MFPfB8vJzuW,"Neenu Hatthira Iddiddare (From ""Avale Nanna Hendthi"")","S. P. Balasubrahmanyam, Vani Jairam",Sangeethotsava - Best Kannada Duets Of Spb & Vani Jayaram,2020-09-03
6hY1nrGHbB2C8S4BXIa11c,Kannada In The House - GameOn#1,YASHICA RAJ,Kannada In The House (GameOn#1),2020-12-24
3ThLcBEzvXXpVVGGsZHBLL,"Hands Up (From ""Avane Srimannarayana (Kannada)"")","Vijay Prakash, Shashank Sheshagiri, Pancham Jeeva, Chethan Naik",World Music Day 2020 (Kannada),2020-06-16
01cOw0WZlWezhh2OfELu2I,Neene Ne,"Roopkumar, K. S. Chithra",Evergreen Kannada Love Songs,2020-02-10
6MXw5IbYWA7miR3Ta5Xah2,"Hesarayithu Karnataka (From ""Kannada Kaveri"")",Rajkumar,Dr. Rajkumar - Birthday Special,2020-04-23
3SlTFNkugYENc0dqRkIqrY,"Naa Kande Ninna Madhura (From ""Krishna Rukmini"")","S. P. Balasubrahmanyam, Vani Jairam",Sangeethotsava - Best Kannada Duets Of Spb & Vani Jayaram,2020-09-03
3Jr97PiX3Sk1LixIMvA1xV,"Mamavathu Sri Sarasvathi (From ""Katha Sangama"")","Sruthy Sasidharan, Midhun V Dev",World Music Day 2020 (Kannada),2020-06-16
0VUBoZwPR7QsNJiS8isCPA,"Yaavudo Ee Bombe (From ""Yuga Purusha"")",S. P. Balasubrahmanyam,S.P. Balasubrahmanyam Birthday Special Kannada Hits,2020-06-02
7zdVEWf2iLAlBAznsZYbho,Oh Manase Manase,Kunal Ganjawala,Evergreen Kannada Love Songs,2020-02-10
4zJPCpkFl7j6DS1lQAl8ok,"Munjaaneya Manju (From ""Munjaneya Manju"")","S. P. Balasubrahmanyam, K. S. Chithra",Sangeethotsava - Best Kannada Duets Of S. P. Balasubrahmanyam & Chitra,2020-08-27
5qBEldesnMbGJGVevShmzU,"Ninna Danigaagi (From ""Savari 2"")","Santhosh Venky, Supriya Lohith",Srinagar Kitty Birthday Special Kannada Hits,2020-07-07
2WEkikw8rJShWcgxg8Kbab,Ninde (Kannada RAP),MG Kannadiga,Ninde (Kannada RAP),2020-09-17
6jlQMDem19VmXx1zx4Ri7j,"Kaliyo Nee Kannada (From ""Kannad Gothilla"")",Raghu Dixit,World Music Day 2020 (Kannada),2020-06-16
6OUfowZiobNyH2A0HgPgre,M.S. Viswanathanum Naanum,Kannadasan,Thunbangalilirundhu Viduthalai,2020-12-29
41Is1Nu4nX59Tjsa4y9Wjo,Ee Manasella Neene,"Rajesh, Shreya Ghoshal",Evergreen Kannada Love Songs,2020-02-10
5yEy99QZbPmTNfYCZJnFuP,"Megha O Megha (From ""Gejje Naada"")","S. P. Balasubrahmanyam, K. S. Chithra",Sangeethotsava - Best Kannada Duets Of S. P. Balasubrahmanyam & Chitra,2020-08-27
6v3qGlKUW8eYD3e9NBTiVj,Orupaadhi Sivan Orupaadhi Sakthi,Kannadasan,Thunbangalilirundhu Viduthalai,2020-12-29
0emPVmuis9RMw95sPxNQaE,Sri Krishna Kavasam,"Kannadasan, Vani Jairam",Sri Krishna Kavasam,2020-03-10
21xU6KQNtK30SVWY2D30Ld,Macha Dove Hodiyod,Sudeep,Evergreen Kannada Love Songs,2020-02-10
4axhQ6KuZ16A5aCWkDXJnu,"Nee Nanna Loka (From ""Sarvasva"")",Armaan Malik,The Voice Of Armaan Malik - Birthdy Special Kannada Hits,2020-07-21
6fFF9zzPO7ayHfhlpLnCQz,"Yaara Shaapa Idu (From ""Seetharama Kalyana"")",Kailash Kher,Kailash Kher Birthday Special Kannada Hit Songs,2020-07-06
69XweiWAITEtYO89dBqtYy,"Free Ide (From ""Siddhartha"")",Armaan Malik,The Voice Of Armaan Malik - Birthdy Special Kannada Hits,2020-07-21
3mpGV137Ekh05LDSY5hwxO,"Kaadinolage Samsaara (From ""Kaadambari"")","S. P. Balasubrahmanyam, K. S. Chithra",Sangeethotsava - Best Kannada Duets Of S. P. Balasubrahmanyam & Chitra,2020-08-27
0PltLFflsG68P2auhmLXN6,"Tsunami (From ""Tsunami (Kannada)"")","Raghu Dixit, Raghavendra V Kamath, Samyukta Hornad","Tsunami (From ""Tsunami (Kannada)"")",2020-10-08
0kcqKUyXlxhFTWqK5VOTh7,Naaththigamum Aaththigamum,Kannadasan,Thunbangalilirundhu Viduthalai,2020-12-29
3bMwvFKuxAL87JKG8TbOXa,"Maadeva (From ""Popcorn Monkey Tiger"")","Sanjith Hegde, Hanumankind, Charanraj MR",World Music Day 2020 (Kannada),2020-06-16
6qTdzotf3XDIPEtuAH5uGN,Vaaippugal Varum Naeram,Kannadasan,Thunbangalilirundhu Viduthalai,2020-12-29
02z9s63cqMDUfTh32IPrjF,"Aaramagiro (From ""Oh Fish [Kannada]"")","Sanjith Hegde, Shashaa Tirupati",Smashing Hits of Sanjith Hegde,2020-09-30
2jr3SnfVZrj84PV2qL27Rt,Thunbangalilirundhu Viduthalai,Kannadasan,Thunbangalilirundhu Viduthalai,2020-12-29
0lQdID6GwTo1b9MGyTLL7v,"Ee Shrushti Yentha (From ""Yelu Suthina Kote"")","S. P. Balasubrahmanyam, Vani Jairam",Sangeethotsava - Best Kannada Duets Of Spb & Vani Jayaram,2020-09-03
1YJS601CUgCmGaxBUP1STv,"Ee Radhe Jeeva (From ""Krishna Nee Kunidaaga"")",K. S. Chithra,The Voice Of Ks Chithra - Birthday Special Kannada Hits,2020-07-26
